annee;etablissement;academie;domaine;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile
2017;Paris 8 - Vincennes Saint-Denis;Créteil;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;113.0;76.0;32.0;88.0;;;80.0;56.0;85.0;1800.0;28100.0;38.0;7.1;2120.0;56.0;29.0;68.0;1620.0;2620.0
2018;Artois;Lille;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;32.0;92.0;11.0;76.0;;;84.0;53.0;84.0;1690.0;26400.0;31.0;9.4;1860.0;58.0;41.0;93.0;1470.0;2210.0
2018;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;173.0;76.0;38.0;88.0;;;93.0;57.0;95.0;1920.0;30000.0;29.0;7.0;1890.0;70.0;37.0;73.0;1480.0;2270.0
2018;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;125.0;75.0;13.0;88.0;;;90.0;54.0;97.0;1640.0;25600.0;28.0;7.0;1890.0;67.0;46.0;60.0;1480.0;2270.0
2018;Paris 2 - Panthéon Assas;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;256.0;63.0;87.0;93.0;;;96.0;82.0;98.0;2680.0;41900.0;11.0;7.7;2170.0;90.0;16.0;60.0;1650.0;2700.0
2018;Paris-Saclay;Versailles;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;97.0;66.0;15.0;95.0;;;99.0;91.0;99.0;2670.0;41600.0;20.0;7.7;2170.0;97.0;9.0;15.0;1650.0;2700.0
2018;Paris 8 - Vincennes Saint-Denis;Créteil;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;82.0;68.0;25.0;81.0;;;91.0;57.0;95.0;2200.0;34300.0;38.0;7.7;2170.0;69.0;26.0;61.0;1650.0;2700.0
2018;Paris 8 - Vincennes Saint-Denis;Créteil;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;80.0;62.0;28.0;85.0;;;81.0;51.0;84.0;1700.0;26500.0;38.0;7.7;2170.0;38.0;12.0;63.0;1650.0;2700.0
2019;Côte d'Azur;Nice;Masters enseignement;Masters enseignement;18 mois après le diplôme;;104.0;59.0;100.0;99.0;;;93.0;86.0;91.0;1750.0;27300.0;16.0;8.3;1890.0;83.0;31.0;80.0;1370.0;2330.0
2019;Caen Normandie;Normandie;Droit, économie et gestion;Gestion;18 mois après le diplôme;;209.0;75.0;35.0;93.0;;;88.0;79.0;99.0;2000.0;31200.0;38.0;6.9;1890.0;69.0;48.0;52.0;1480.0;2310.0
2019;Caen Normandie;Normandie;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;129.0;85.0;21.0;86.0;;;82.0;44.0;76.0;1670.0;26000.0;38.0;6.9;1890.0;66.0;49.0;72.0;1480.0;2310.0
2019;Caen Normandie;Normandie;Sciences, technologies et santé;Informatique;18 mois après le diplôme;;33.0;83.0;5.0;100.0;;;100.0;88.0;100.0;2180.0;33900.0;38.0;6.9;1890.0;96.0;54.0;9.0;1480.0;2310.0
2019;Besançon - Franche-Comté;Besançon;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;41.0;79.0;13.0;86.0;;;77.0;86.0;89.0;1855.0;29100.0;44.0;6.2;1860.0;51.0;64.0;29.0;1440.0;2250.0
2019;Brest - Bretagne occidentale;Rennes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;183.0;81.0;34.0;91.0;;;94.0;75.0;97.0;2020.0;31600.0;35.0;5.8;1840.0;66.0;48.0;33.0;1420.0;2240.0
2019;Brest - Bretagne occidentale;Rennes;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;;33.0;81.0;6.0;85.0;;;88.0;74.0;94.0;1855.0;29100.0;35.0;5.8;1840.0;56.0;25.0;18.0;1420.0;2240.0
2019;Grenoble Alpes;Grenoble;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;291.0;74.0;29.0;87.0;;;93.0;76.0;96.0;2000.0;31200.0;35.0;6.4;1920.0;74.0;34.0;37.0;1470.0;2360.0
2019;Saint-Etienne - Jean Monnet;Lyon;Masters enseignement;Masters enseignement;18 mois après le diplôme;;119.0;76.0;100.0;97.0;;;79.0;68.0;92.0;1700.0;26500.0;29.0;6.4;1920.0;69.0;25.0;69.0;1470.0;2360.0
2019;Reims - Champagne Ardenne;Reims;Droit, économie et gestion;Gestion;30 mois après le diplôme;;78.0;73.0;27.0;95.0;;;83.0;81.0;97.0;2060.0;32100.0;41.0;7.3;1880.0;40.0;29.0;60.0;1440.0;2280.0
2018;Rouen;Normandie;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;37.0;84.0;9.0;89.0;;;94.0;94.0;94.0;1855.0;29100.0;34.0;7.7;1860.0;56.0;44.0;24.0;1480.0;2220.0
2020;Montpellier;Montpellier;Droit, économie et gestion;Gestion;18 mois après le diplôme;;384.0;73.0;40.0;92.0;91;84;91.0;86.0;97.0;2080.0;32500.0;30.34;8.6;1890.0;66.0;51.0;54.0;1420.0;2290.0
2020;Montpellier;Montpellier;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;70.0;81.0;7.0;94.0;84;66;91.0;74.0;90.0;2050.0;32000.0;30.34;8.6;1890.0;70.0;58.0;40.0;1420.0;2290.0
2020;Rennes 2;Rennes;Sciences humaines et sociales;Information communication;30 mois après le diplôme;;45.0;77.0;10.0;84.0;83;74;87.0;61.0;95.0;1730.0;27000.0;49.55;5.8;1880.0;63.0;53.0;71.0;1460.0;2280.0
2020;Rennes 2;Rennes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;40.0;73.0;9.0;79.0;77;77;97.0;88.0;90.0;2000.0;31200.0;49.55;5.8;1880.0;86.0;63.0;39.0;1460.0;2280.0
2020;Orléans;Orléans-Tours;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;37.0;65.0;11.0;95.0;92;80;86.0;47.0;92.0;1635.0;25600.0;29.29;6.7;1940.0;22.0;41.0;88.0;1520.0;2330.0
2020;Orléans;Orléans-Tours;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;88.0;62.0;29.0;94.0;92;90;98.0;93.0;98.0;2300.0;35900.0;29.29;6.7;1940.0;84.0;53.0;23.0;1520.0;2330.0
2020;Angers;Nantes;Droit, économie et gestion;Gestion;18 mois après le diplôme;;86.0;70.0;20.0;94.0;93;80;95.0;85.0;100.0;2030.0;30400.0;39.82;5.7;1910.0;71.0;64.0;54.0;1490.0;2290.0
2020;Reims - Champagne Ardenne;Reims;Droit, économie et gestion;Droit;18 mois après le diplôme;;42.0;79.0;10.0;95.0;88;76;80.0;56.0;97.0;1920.0;27700.0;43.46;7.0;1930.0;37.0;46.0;76.0;1490.0;2300.0
2020;Bretagne-Sud;Rennes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;50.0;86.0;18.0;82.0;73;71;76.0;51.0;88.0;1690.0;26300.0;35.4;5.8;1880.0;44.0;39.0;86.0;1460.0;2280.0
2020;Bretagne-Sud;Rennes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;98.0;74.0;41.0;90.0;88;74;95.0;60.0;100.0;2030.0;31600.0;35.4;5.8;1880.0;66.0;53.0;23.0;1460.0;2280.0
2020;Lille;Lille;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;;50.0;82.0;3.0;86.0;84;82;88.0;44.0;93.0;1800.0;28100.0;29.4;8.7;1950.0;35.0;49.0;62.0;1520.0;2340.0
2020;Lille;Lille;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;78.0;83.0;4.0;94.0;90;81;100.0;96.0;100.0;2420.0;37800.0;29.4;8.7;1950.0;100.0;18.0;23.0;1520.0;2340.0
2020;Polytechnique Hauts-de-France;Lille;Droit, économie et gestion;Droit;18 mois après le diplôme;;50.0;77.0;12.0;90.0;88;83;87.0;70.0;98.0;1920.0;28500.0;27.1;8.7;1950.0;52.0;35.0;72.0;1520.0;2340.0
2020;Polytechnique Hauts-de-France;Lille;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;84.0;75.0;20.0;96.0;96;85;99.0;83.0;98.0;2170.0;33900.0;27.1;8.7;1950.0;75.0;45.0;19.0;1520.0;2340.0
2020;Pau - Pays de l'Adour;Bordeaux;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;155.0;83.0;57.0;95.0;91;87;75.0;70.0;99.0;1800.0;28100.0;42.34;6.3;1860.0;36.0;47.0;64.0;1430.0;2240.0
2020;Lyon 1 - Claude Bernard;Lyon;Masters enseignement;Masters enseignement;18 mois après le diplôme;;156.0;56.0;100.0;95.0;92;83;92.0;76.0;89.0;1830.0;28500.0;25.0;6.1;1980.0;72.0;27.0;75.0;1510.0;2390.0
2020;Lyon 2 - Lumière;Lyon;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;40.0;72.0;5.0;90.0;85;76;64.0;53.0;91.0;1710.0;23400.0;38.42;6.1;1980.0;28.0;40.0;63.0;1510.0;2390.0
2020;Lyon 2 - Lumière;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;156.0;80.0;20.0;92.0;83;76;81.0;61.0;94.0;1860.0;29000.0;38.42;6.1;1980.0;38.0;37.0;73.0;1510.0;2390.0
2020;Lyon 3 - Jean Moulin;Lyon;Droit, économie et gestion;Économie;30 mois après le diplôme;;49.0;64.0;5.0;90.0;90;68;100.0;84.0;100.0;2300.0;35900.0;23.78;6.1;1980.0;93.0;68.0;63.0;1510.0;2390.0
2020;Lyon 3 - Jean Moulin;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;30 mois après le diplôme;;71.0;73.0;7.0;80.0;74;68;84.0;55.0;87.0;2000.0;31200.0;23.78;6.1;1980.0;65.0;38.0;62.0;1510.0;2390.0
2020;Le Mans;Nantes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;46.0;45.0;35.0;100.0;94;89;85.0;86.0;79.0;2180.0;34000.0;43.5;5.7;1910.0;65.0;48.0;32.0;1490.0;2290.0
2020;Savoie Mont Blanc;Grenoble;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;198.0;89.0;47.0;95.0;90;75;80.0;84.0;99.0;2030.0;31700.0;28.17;6.1;1980.0;48.0;41.0;67.0;1510.0;2390.0
2020;Savoie Mont Blanc;Grenoble;Droit, économie et gestion;Gestion;30 mois après le diplôme;;110.0;86.0;26.0;95.0;90;75;84.0;92.0;100.0;2260.0;35300.0;28.17;6.1;1980.0;58.0;31.0;59.0;1510.0;2390.0
2020;Savoie Mont Blanc;Grenoble;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;;35.0;90.0;8.0;85.0;78;78;94.0;57.5;67.0;1700.0;26700.0;28.17;6.1;1980.0;86.0;36.0;88.0;1510.0;2390.0
2020;Sorbonne Université;Paris;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);127.0;54.0;20.0;92.0;87;76;97.0;68.0;93.0;2130.0;33200.0;27.19;6.8;2300.0;75.0;43.0;65.0;1700.0;2840.0
2020;Université de Paris;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;80.0;51.0;16.0;97.0;96;87;95.0;84.0;100.0;2400.0;37400.0;20.78;6.8;2300.0;89.0;13.0;68.0;1700.0;2840.0
2020;Rouen;Normandie;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;51.0;81.0;11.0;89.0;89;83;92.0;47.0;98.0;1800.0;34300.0;32.08;6.6;1920.0;62.0;51.0;51.0;1490.0;2320.0
2020;Amiens - Picardie Jules-Verne;Amiens;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;142.0;88.0;29.0;92.0;88;84;85.0;58.0;89.0;1810.0;28200.0;29.81;8.7;1950.0;57.0;38.0;76.0;1520.0;2340.0
2020;Toulon;Nice;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;40.0;83.0;16.0;81.0;75;60;84.0;53.0;84.0;1690.0;26400.0;40.09;8.0;1930.0;58.0;51.0;71.0;1410.0;2360.0
2020;Poitiers;Poitiers;Droit, économie et gestion;Économie;30 mois après le diplôme;;42.0;43.0;7.0;91.0;85;74;90.0;87.0;97.0;2450.0;38200.0;30.55;6.3;1860.0;68.0;60.0;29.0;1430.0;2240.0
2020;Poitiers;Poitiers;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;;59.0;77.0;9.0;94.0;92;81;96.0;51.0;67.0;1700.0;26700.0;30.55;6.3;1860.0;89.0;38.0;86.0;1430.0;2240.0
2020;Limoges;Limoges;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;56.0;70.0;30.0;89.0;84;84;94.0;74.0;96.0;2000.0;34200.0;46.75;6.3;1860.0;77.0;67.0;31.0;1430.0;2240.0
2020;Paris-Saclay;Versailles;Droit, économie et gestion;Droit;30 mois après le diplôme;;107.0;61.0;14.0;95.0;91;85;98.0;79.0;98.0;2440.0;38100.0;16.36;6.8;2300.0;84.0;15.0;72.0;1700.0;2840.0
2020;Université Sorbonne Paris Nord;Créteil;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);32.0;51.0;20.0;94.0;83;72;94.0;76.0;97.0;2000.0;31200.0;34.85;6.8;2300.0;72.0;49.0;57.0;1700.0;2840.0
2020;Paris 8 - Vincennes Saint-Denis;Créteil;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;150.0;68.0;43.0;88.0;84;75;78.0;47.0;84.0;1800.0;28100.0;30.78;6.8;2300.0;75.0;31.0;78.0;1700.0;2840.0
2012;Paris René Descartes;Paris;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;65.0;66.0;20.0;92.0;;;90.0;90.0;97.0;2320.0;36100.0;16.0;9.0;2020.0;75.0;10.0;60.0;1580.0;2530.0
2011;Strasbourg;Strasbourg;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;61.0;87.0;5.0;93.0;;;94.0;67.0;61.0;1580.0;24600.0;25.0;8.9;1760.0;83.0;30.0;93.0;1460.0;2200.0
2011;Strasbourg;Strasbourg;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;50.0;79.0;5.0;90.0;;;89.0;82.0;96.0;1900.0;29600.0;25.0;8.9;1760.0;75.0;55.0;48.0;1450.0;2180.0
2011;Paris 11 - Paris Sud;Versailles;Droit, économie et gestion;Gestion;30 mois après le diplôme;;38.0;55.0;13.0;87.0;;;94.0;82.0;100.0;2030.0;31700.0;21.0;8.6;1990.0;79.0;7.0;55.0;1460.0;2180.0
2011;Paris-Est Créteil;Créteil;Masters enseignement;Masters enseignement;30 mois après le diplôme;;254.0;68.0;30.0;96.0;;;87.0;89.0;96.0;1770.0;27600.0;22.0;8.6;1990.0;79.0;7.0;87.0;1450.0;2180.0
2012;Grenoble 1 - Joseph Fourier;Grenoble;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;45.0;72.0;14.0;82.0;;;84.0;46.0;94.0;1690.0;26400.0;33.0;8.9;1780.0;45.0;32.0;57.0;1430.0;2130.0
2012;Orléans;Orléans-Tours;Droit, économie et gestion;Gestion;18 mois après le diplôme;;96.0;58.0;32.0;87.0;;;87.0;68.0;99.0;1870.0;29100.0;27.0;9.8;1780.0;59.0;48.0;38.0;1460.0;2110.0
2012;Angers;Nantes;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;40.0;75.0;8.0;85.0;;;97.0;88.0;100.0;2030.0;31700.0;38.0;9.0;1710.0;70.0;78.0;22.0;1400.0;2010.0
2012;Université Polytechnique Hauts-de-France;Lille;Droit, économie et gestion;Droit;30 mois après le diplôme;;35.0;64.0;11.0;97.0;;;82.0;85.0;100.0;1920.0;29900.0;27.0;13.0;1780.0;38.0;41.0;82.0;1450.0;2080.0
2010;Besançon - Franche-Comté;Besançon;Droit, économie et gestion;Gestion;30 mois après le diplôme;;44.0;76.0;12.0;91.0;;;79.0;85.0;100.0;2030.0;31700.0;38.0;9.9;1730.0;59.0;43.0;56.0;1460.0;2180.0
2010;Montpellier 1;Montpellier;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;284.0;64.0;73.0;91.0;;;83.0;81.0;96.0;1930.0;30000.0;29.0;14.3;1650.0;55.0;44.0;60.0;1450.0;2180.0
2010;Nantes;Nantes;Droit, économie et gestion;Gestion;30 mois après le diplôme;;161.0;71.0;22.0;89.0;;;87.0;81.0;99.0;2180.0;34000.0;31.0;9.0;1680.0;59.0;43.0;56.0;1460.0;2180.0
2010;Bretagne-Sud;Rennes;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;;47.0;96.0;17.0;79.0;;;81.0;49.0;89.0;1560.0;24300.0;33.0;9.0;1670.0;46.0;41.0;61.0;1460.0;2200.0
2010;Lille 2 - Droit et santé;Lille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;125.0;83.0;22.0;93.0;;;96.0;80.0;93.0;1900.0;29600.0;26.0;14.0;1760.0;72.0;49.0;38.0;1460.0;2180.0
2012;Lorraine;Nancy-Metz;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;;126.0;77.0;11.0;89.0;;;92.0;73.0;98.0;2000.0;31200.0;30.0;10.7;1760.0;83.0;73.0;19.0;1400.0;2050.0
2012;Clermont-Ferrand 2 - Blaise Pascal;Clermont-Ferrand;Droit, économie et gestion;Économie;30 mois après le diplôme;;49.0;78.0;15.0;90.0;;;69.0;66.0;93.0;1700.0;26500.0;41.0;8.9;1740.0;40.0;54.0;63.0;1400.0;2020.0
2013;Bordeaux;Bordeaux;Droit, économie et gestion;Gestion;18 mois après le diplôme;;219.0;79.0;26.0;92.0;;;80.0;66.0;99.0;2030.0;31700.0;28.0;9.6;1760.0;57.0;54.0;50.0;1400.0;2100.0
2013;Montpellier 3 - Paul-Valéry;Montpellier;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;196.0;75.0;60.0;74.0;;;69.0;39.0;78.0;1490.0;23200.0;53.0;11.9;1730.0;38.0;55.0;71.0;1350.0;2060.0
2013;Tours;Orléans-Tours;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;141.0;66.0;42.0;91.0;;;85.0;76.0;98.0;1880.0;29300.0;32.0;9.6;1820.0;61.0;58.0;57.0;1490.0;2160.0
2013;Grenoble Alpes;Grenoble;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;;123.0;74.0;13.0;80.0;;;71.0;34.0;85.0;1520.0;23700.0;31.0;8.9;1830.0;33.0;39.0;73.0;1780.0;2200.0
2013;Nantes;Nantes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;128.0;74.0;19.0;77.0;;;64.0;38.0;76.0;1400.0;21800.0;28.0;8.8;1760.0;39.0;51.0;73.0;1430.0;2070.0
2013;Lorraine;Nancy-Metz;Droit, économie et gestion;Droit;30 mois après le diplôme;;76.0;65.0;7.0;93.0;;;79.0;79.0;96.0;1900.0;29600.0;32.0;10.1;1780.0;52.0;46.0;67.0;1430.0;2100.0
2013;Lorraine;Nancy-Metz;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;100.0;72.0;9.0;87.0;;;72.0;67.0;81.0;1740.0;27100.0;32.0;10.1;1780.0;50.0;51.0;81.0;1430.0;2100.0
2013;Artois;Lille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;71.0;84.0;30.0;89.0;;;97.0;86.0;95.0;2000.0;31200.0;38.0;12.4;1820.0;71.0;28.0;22.0;1480.0;2120.0
2013;Lyon 2 - Lumière;Lyon;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;90.0;82.0;13.0;92.0;;;96.0;59.0;56.0;1610.0;25100.0;28.0;8.9;1830.0;86.0;29.0;86.0;1780.0;2200.0
2013;Le Mans;Nantes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;57.0;76.0;35.0;95.0;;;87.0;77.0;96.0;1870.0;29200.0;35.0;8.8;1760.0;78.0;61.0;31.0;1430.0;2070.0
2013;Paris 3 - Sorbonne Nouvelle;Paris;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;66.0;53.0;37.0;93.0;;;71.0;46.0;87.0;1600.0;25000.0;23.0;8.8;2070.0;39.0;21.0;83.0;1630.0;2580.0
2013;Paris 4 - Sorbonne;Paris;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;114.0;65.0;38.0;91.0;;;71.0;70.0;91.0;1770.0;27600.0;17.0;8.8;2070.0;52.0;32.0;82.0;1630.0;2580.0
2013;Paris Pierre et Marie Curie;Paris;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;;65.0;62.0;20.0;69.0;;;97.0;65.0;95.0;2150.0;33500.0;26.0;8.8;2070.0;84.0;25.0;40.0;1630.0;2580.0
2013;Limoges;Limoges;Droit, économie et gestion;Gestion;18 mois après le diplôme;;41.0;61.0;20.0;93.0;;;89.0;63.0;97.0;2030.0;31700.0;38.0;9.6;1760.0;68.0;37.0;53.0;1430.0;2010.0
2014;Montpellier;Montpellier;Masters enseignement;Masters enseignement;30 mois après le diplôme;;168.0;79.0;100.0;98.0;;;96.0;91.0;93.0;1770.0;27600.0;40.0;11.2;1780.0;89.0;29.0;75.0;1400.0;2110.0
2014;Rennes 2;Rennes;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;63.0;78.0;16.0;90.0;;;96.0;46.0;65.0;1700.0;26500.0;54.0;8.1;1750.0;87.0;64.0;84.0;1420.0;2080.0
2014;Grenoble Alpes;Grenoble;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;312.0;80.0;28.0;89.0;;;95.0;69.0;95.0;1920.0;29900.0;35.0;8.2;1830.0;74.0;46.0;36.0;1470.0;2180.0
2014;Grenoble Alpes;Grenoble;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;;135.0;79.0;12.0;89.0;;;100.0;85.0;99.0;2010.0;31400.0;35.0;8.2;1830.0;87.0;48.0;20.0;1470.0;2180.0
2014;Nantes;Nantes;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;;62.0;72.0;10.0;79.0;;;100.0;51.0;100.0;1800.0;28100.0;29.0;8.0;1760.0;62.0;76.0;35.0;1430.0;2060.0
2014;Orléans;Orléans-Tours;Droit, économie et gestion;Droit;18 mois après le diplôme;;45.0;58.0;16.0;87.0;;;87.0;51.0;97.0;1680.0;26300.0;36.0;9.0;1830.0;48.0;46.0;75.0;1490.0;2180.0
2014;Orléans;Orléans-Tours;Droit, économie et gestion;Gestion;18 mois après le diplôme;;101.0;67.0;36.0;88.0;;;90.0;74.0;99.0;1800.0;28100.0;36.0;9.0;1830.0;65.0;48.0;38.0;1490.0;2180.0
2014;Angers;Nantes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;58.0;85.0;9.0;93.0;;;84.0;40.0;64.0;1500.0;23400.0;38.0;8.0;1760.0;59.0;58.0;84.0;1430.0;2060.0
2014;Bretagne-Sud;Rennes;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;67.0;80.0;30.0;94.0;;;97.0;89.0;100.0;1970.0;30800.0;36.0;8.1;1750.0;83.0;61.0;14.0;1420.0;2080.0
2014;Lille 3 - Charles-de-Gaulle;Lille;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;;108.0;88.0;26.0;92.0;;;96.0;40.0;62.0;1600.0;25000.0;38.0;11.7;1830.0;83.0;35.0;87.0;1470.0;2140.0
2014;Paris René Descartes;Paris;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;83.0;52.0;28.0;90.0;;;93.0;71.0;93.0;2300.0;35900.0;21.0;8.3;2050.0;82.0;22.0;54.0;1610.0;2560.0
2014;Amiens - Picardie Jules-Verne;Amiens;Droit, économie et gestion;Économie;30 mois après le diplôme;;33.0;66.0;10.0;94.0;;;71.0;84.0;97.0;2070.0;32350.0;33.0;11.7;1830.0;45.0;23.0;33.0;1470.0;2140.0
2014;Paris 11 - Paris Sud;Versailles;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;30.0;63.0;9.0;100.0;;;100.0;97.0;100.0;2180.0;33900.0;23.0;8.3;2050.0;100.0;28.0;3.0;1610.0;2560.0
2014;Évry-Val d'Essonne;Versailles;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;51.0;65.0;16.0;82.0;;;71.0;38.0;98.0;1570.0;24400.0;23.0;8.3;2050.0;23.0;17.0;72.0;1610.0;2560.0
2018;Rennes 1;Rennes;Droit, économie et gestion;Gestion;30 mois après le diplôme;;253.0;79.0;42.0;93.0;;;98.0;90.0;98.0;2220.0;34600.0;32.0;6.5;1790.0;68.0;59.0;55.0;1430.0;2150.0
2018;Rennes 2;Rennes;Masters enseignement;Masters enseignement;30 mois après le diplôme;;104.0;75.0;100.0;97.0;;;94.0;84.0;90.0;1800.0;28100.0;26.0;6.5;1790.0;87.0;70.0;61.0;1430.0;2150.0
2018;Tours;Orléans-Tours;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;92.0;84.0;19.0;92.0;;;89.0;44.0;76.0;1550.0;24200.0;30.0;7.1;1870.0;71.0;55.0;84.0;1500.0;2240.0
2018;Tours;Orléans-Tours;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;;64.0;89.0;13.0;90.0;;;96.0;51.0;78.0;1620.0;25300.0;30.0;7.1;1870.0;85.0;54.0;92.0;1500.0;2240.0
2018;Grenoble Alpes;Grenoble;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;62.0;67.0;7.0;86.0;;;100.0;74.0;96.0;2310.0;36000.0;31.0;7.0;1890.0;83.0;45.0;62.0;1480.0;2270.0
